Bill To:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOAA Pacific
FINANCIAL MANAGEMENT DIVISION 7600 SAND POINT WAY NE
SEATTLE, WA 98115-6349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terms: NET 30,,,,,Due Date: 05/15/2021,,,,,,,,,,,,"Amount Due: $15,034.67",,,,,,,,,,,,
Payments by Check,,,,,Payments by Wire Transfer,,,,,,,,,,,,,,,,,,,,,,,,
Payable to:,,,,,Account Name: Inmarsat Government Inc.,,,,,,,,,,,,,,,,,,,,,,,,
Inmarsat Government Inc.,,,,,"Address: 11600 Sunrise Valley Drive, Suite 200,",,,,,,,,,,,,,,,,,,,,,,,,
Remittance Address:,,,,,"Reston, VA 20191",,,,,,,,,,,,,,,,,,,,,,,,
Inmarsat Government,,,,,Bank Name: Citibank,,,,,,,,,,,,,,,,,,,,,,,,
Attn: Accounts Receivable,,,,,"City/State: Reston, VA",,,,,,,,,,,,,,,,,,,,,,,,
"11600 Sunrise Valley Drive,",,,,,Account Number: 15437371,,,,,,,,,,,,,,,,,,,,,,,,
"Suite 200, Reston, VA 20191",,,,,A/T ABA No: 254070116,,,,,,,,,,,,,,,,,,,,,,,,
703-621-6450,,,,,Swift Code (for international wires): Citius 33,,,,,,,,,,,,,,,,,,,,,,,,
Purchase Orders on this Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1305M319FNRMA
0221 P20001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Usage Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Code,,Description,,,,,,,,,,,Amount,,,,,,,,,,,,,,,,
90190-90101,,Iridium Subscription Fee,,,,,,,,,,,"$6,683.05",,,,,,,,,,,,,,,,
90197-90169,,SBD Monthly Subscription Fee(17000 bytes),,,,,,,,,,,"$1,199.73",,,,,,,,,,,,,,,,
90217-90101,,Iridium Subscription Fee,,,,,,,,,,,$95.98,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"$7,978.76",,,,,,,,,,,,,,,,
Usage Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Code,,Description,,,,,,,,,,,Amount,,,,,,,,,,,,,,,,
90190-90098,,Iridium RUDICS   Circuit Switched Data Call,,,,,,,,,,,"$4,566.75",,,,,,,,,,,,,,,,
90192-90167,,SBD MailBox Check,,,,,,,,,,,$0.06,,,,,,,,,,,,,,,,
90192-90171,,SBD Usage,,,,,,,,,,,$2.39,,,,,,,,,,,,,,,,
90192-92171,,SBD Usage (out-of-allowance for 90192-90171),,,,,,,,,,,$135.46,,,,,,,,,,,,,,,,
90536-90107,,Iridium to PSTN Voice and Data Call,,,,,,,,,,,"$2,351.25",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"$7,055.91",,,,,,,,,,,,,,,,
"Other Applied Charges/Credits
There are no other applied charges/credits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Details By PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PO Number,,,MSISDN,,,,Product Code,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,
"1305M319FNRMA
0221 P20001",,,000000000100,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
10/11/2019 -,,,,,,,,,,Total for 000000000100,,,,,,,,,,,,,,,$13.79,,,,
09/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,000000000101,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000101,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000102,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000102,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000103,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000103,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000104,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000104,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000105,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000105,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000106,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000106,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000107,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000107,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000108,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000108,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000109,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000109,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000110,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000110,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000111,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000111,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000112,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000112,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000113,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000113,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000114,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000114,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000115,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000115,,,,,,,,,,,,,,,$13.79,,,,
PO Number,,,MSISDN,,,,Product Code,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,
"1305M319FNRMA
0221 P20001",,,000000000116,,,,,,,,,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
10/11/2019 -,,,,,,,,,,Total for 000000000116,,,,,,,,,,,,,,,$13.79,,,,
09/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,000000000117,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000117,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000118,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000118,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000119,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000119,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000120,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000120,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000121,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000121,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000122,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000122,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000123,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000123,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000124,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000124,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000125,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000125,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000126,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000126,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000127,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000127,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000128,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000128,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000129,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000129,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000130,,,,90192-90167,,,SBD MailBox Check,,,,,,$0.03,,,,,122.00,,,,$0.06,,,,
,,,,,,,90197-90169,,,SBD Monthly Subscription Fee,,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,(17000 bytes),,,,,,,,,,,,,,,,,,,
,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,42.00,,,,$0.04,,,,
,,,,,,,90192-92171,,,SBD Usage (out-of-allowance for,,,,,,$1.05,,,,,"10,660.00",,,,$10.51,,,,
,,,,,,,,,,90192-90171),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Total for 000000000130,,,,,,,,,,,,,,,$24.40,,,,
PO Number,,,MSISDN,,,,Product Code,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,
"1305M319FNRMA
0221 P20001",,,000000000131,,,,,,,,,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
10/11/2019 -,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,40.00,,,,$0.04,,,,
09/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,90192-92171,,,SBD Usage (out-of-allowance for,,,,,,$1.05,,,,,"4,546.00",,,,$4.48,,,,
,,,,,,,,,,90192-90171),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Total for 000000000131,,,,,,,,,,,,,,,$18.31,,,,
,,,000000000133,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000133,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000134,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000134,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000135,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000135,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000136,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000136,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000137,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,147.00,,,,$0.15,,,,
,,,,,,,90192-92171,,,SBD Usage (out-of-allowance for,,,,,,$1.05,,,,,"7,201.00",,,,$7.37,,,,
,,,,,,,,,,90192-90171),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Total for 000000000137,,,,,,,,,,,,,,,$21.31,,,,
,,,000000000138,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000138,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000139,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000139,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000142,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,357.00,,,,$0.37,,,,
,,,,,,,90192-92171,,,SBD Usage (out-of-allowance for,,,,,,$1.05,,,,,"18,813.00",,,,$19.78,,,,
,,,,,,,,,,90192-90171),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Total for 000000000142,,,,,,,,,,,,,,,$33.94,,,,
,,,000000000143,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,354.00,,,,$0.37,,,,
,,,,,,,90192-92171,,,SBD Usage (out-of-allowance for,,,,,,$1.05,,,,,"13,700.00",,,,$14.38,,,,
,,,,,,,,,,90192-90171),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Total for 000000000143,,,,,,,,,,,,,,,$28.54,,,,
,,,000000000144,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000144,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000145,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000145,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000146,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000146,,,,,,,,,,,,,,,$13.79,,,,
PO Number,,,MSISDN,,,,Product Code,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,
"1305M319FNRMA
0221 P20001",,,000000000147,,,,,,,,,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
10/11/2019 -,,,,,,,,,,Total for 000000000147,,,,,,,,,,,,,,,$13.79,,,,
09/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,000000000148,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000148,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000149,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000149,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000150,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000150,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000151,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000151,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000152,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000152,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000153,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000153,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000154,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000154,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000155,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000155,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000156,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000156,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000157,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000157,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000158,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000158,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000159,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000159,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000160,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000160,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000161,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000161,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000162,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000162,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000163,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000163,,,,,,,,,,,,,,,$13.79,,,,
PO Number,,,MSISDN,,,,Product Code,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,
"1305M319FNRMA
0221 P20001",,,000000000164,,,,,,,,,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
10/11/2019 -,,,,,,,,,,Total for 000000000164,,,,,,,,,,,,,,,$13.79,,,,
09/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,000000000165,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000165,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000166,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000166,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000167,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000167,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000168,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000168,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000169,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000169,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000170,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000170,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000171,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000171,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000172,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000172,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000173,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000173,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000174,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000174,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000175,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000175,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000176,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000176,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000177,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000177,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000178,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,357.00,,,,$0.37,,,,
,,,,,,,90192-92171,,,SBD Usage (out-of-allowance for,,,,,,$1.05,,,,,"15,244.00",,,,$16.01,,,,
,,,,,,,,,,90192-90171),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Total for 000000000178,,,,,,,,,,,,,,,$30.17,,,,
,,,000000000179,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,289.00,,,,$0.30,,,,
PO Number,,,MSISDN,,,,Product Code,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
09/14/2021",,,000000000179,,,,90192-92171,,,SBD Usage (out-of-allowance for 90192-90171),,,,,,$1.05,,,,,"32,014.00",,,,$33.57,,,,
,,,,,,,,,,Total for 000000000179,,,,,,,,,,,,,,,$47.66,,,,
,,,000000000180,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000180,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000181,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000181,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000182,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000182,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000183,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000183,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000184,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,341.00,,,,$0.36,,,,
,,,,,,,90192-92171,,,SBD Usage (out-of-allowance for 90192-90171),,,,,,$1.05,,,,,"13,857.00",,,,$14.54,,,,
,,,,,,,,,,Total for 000000000184,,,,,,,,,,,,,,,$28.69,,,,
,,,000000000185,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,90192-90171,,,SBD Usage,,,,,,$1.05,,,,,371.00,,,,$0.39,,,,
,,,,,,,90192-92171,,,SBD Usage (out-of-allowance for 90192-90171),,,,,,$1.05,,,,,"14,103.00",,,,$14.82,,,,
,,,,,,,,,,Total for 000000000185,,,,,,,,,,,,,,,$29.00,,,,
,,,000000000186,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000186,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000187,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000187,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000188,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000188,,,,,,,,,,,,,,,$13.79,,,,
,,,000000000189,,,,90197-90169,,,SBD Monthly Subscription Fee (17000 bytes),,,,,,$13.79,,,,,1.00,,,,$13.79,,,,
,,,,,,,,,,Total for 000000000189,,,,,,,,,,,,,,,$13.79,,,,
,,,881621455173,,,,90190-90101,,,Iridium Subscription Fee,,,,,,$15.44,,,,,1.00,,,,$15.44,,,,
,,,,,,,,,,Total for 881621455173,,,,,,,,,,,,,,,$15.44,,,,
,,,881621455174,,,,90190-90101,,,Iridium Subscription Fee,,,,,,$15.44,,,,,1.00,,,,$15.44,,,,
,,,,,,,,,,Total for 881621455174,,,,,,,,,,,,,,,$15.44,,,,
,,,881621455175,,,,90190-90101,,,Iridium Subscription Fee,,,,,,$15.44,,,,,1.00,,,,$15.44,,,,
,,,,,,,,,,Total for 881621455175,,,,,,,,,,,,,,,$15.44,,,,
,,,881621455248,,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,41.33,,,,$31.00,,,,
,,,,,,,90190-90101,,,Iridium Subscription Fee,,,,,,$15.44,,,,,1.00,,,,$15.44,,,,
,,,,,,,,,,Total for 881621455248,,,,,,,,,,,,,,,$46.44,,,,
PO Number,,,MSISDN,,,,Product Code,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
09/14/2021",,,881621455380,,,,90190-90101,,,Iridium Subscription Fee,,,,,,$15.44,,,,,1.00,,,,$15.44,,,,
,,,,,,,,,,Total for 881621455380,,,,,,,,,,,,,,,$15.44,,,,
